Provider Number,Hospital Name,Address,City,State,Zip Code,County Name,Unweighted Normalized Clinical Care Domain Score,Weighted Normalized Clinical Care Domain Score,Unweighted Patient and Caregiver Centered Experience of Care/Care Coordination Domain Score,Weighted Patient and Caregiver Centered Experience of Care/Care Coordination Domain Score,Unweighted Normalized Safety Domain Score,Weighted Safety Domain Score,Unweighted Normalized Efficiency and Cost Reduction Domain Score,Weighted Efficiency and Cost Reduction Domain Score,Total Performance Score
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","Montgomery","46.666666666667","11.666666666667","23.000000000000","5.750000000000","47.142857142857","11.785714285714","0.000000000000","0.000000000000","29.202380952381"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","Montgomery","30.000000000000","7.500000000000","30.000000000000","7.500000000000","40.000000000000","10.000000000000","0.000000000000","0.000000000000","25.000000000000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","Lee","3.333333333333","0.833333333333","43.000000000000","10.750000000000","54.285714285714","13.571428571429","50.000000000000","12.500000000000","37.654761904762"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","Jefferson","93.333333333333","23.333333333333","57.000000000000","14.250000000000","35.714285714286","8.928571428571","20.000000000000","5.000000000000","51.511904761905"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","36078","Elmore","90.000000000000","30.000000000000","45.000000000000","15.000000000000","Not Available","Not Available","40.000000000000","13.333333333333","58.333333333333"
"010035","CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157","CULLMAN","AL","35058","Cullman","23.333333333333","5.833333333333","27.000000000000","6.750000000000","75.714285714286","18.928571428571","20.000000000000","5.000000000000","36.511904761905"
"010036","ANDALUSIA REGIONAL HOSPITAL","849 SOUTH THREE NOTCH STREET","ANDALUSIA","AL","36420","Covington","53.333333333333","13.333333333333","30.000000000000","7.500000000000","80.000000000000","20.000000000000","40.000000000000","10.000000000000","50.833333333333"
"010038","STRINGFELLOW MEMORIAL HOSPITAL","301 EAST 18TH ST","ANNISTON","AL","36201","Calhoun","60.000000000000","15.000000000000","27.000000000000","6.750000000000","73.333333333333","18.333333333333","10.000000000000","2.500000000000","42.583333333333"
"010039","HUNTSVILLE HOSPITAL","101 SIVLEY RD","HUNTSVILLE","AL","35801","Madison","33.333333333333","8.333333333333","33.000000000000","8.250000000000","40.000000000000","10.000000000000","0.000000000000","0.000000000000","26.583333333333"
"010040","GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","GADSDEN","AL","35903","Etowah","30.000000000000","7.500000000000","19.000000000000","4.750000000000","58.571428571429","14.642857142857","0.000000000000","0.000000000000","26.892857142857"
"010044","MARION REGIONAL MEDICAL CENTER","1256 MILITARY STREET SOUTH","HAMILTON","AL","35570","Marion","75.000000000000","25.000000000000","87.000000000000","29.000000000000","Not Available","Not Available","60.000000000000","20.000000000000","74.000000000000"
"010045","FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL","35555","Fayette","55.000000000000","18.333333333333","89.000000000000","29.666666666667","Not Available","Not Available","40.000000000000","13.333333333333","61.333333333333"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","Etowah","76.666666666667","19.166666666667","19.000000000000","4.750000000000","43.333333333333","10.833333333333","50.000000000000","12.500000000000","47.250000000000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","Coffee","15.000000000000","3.750000000000","23.000000000000","5.750000000000","92.500000000000","23.125000000000","0.000000000000","0.000000000000","32.625000000000"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL","36305","Houston","20.000000000000","5.000000000000","41.000000000000","10.250000000000","65.714285714286","16.428571428571","0.000000000000","0.000000000000","31.678571428571"
"010056","ST VINCENT'S BIRMINGHAM","810 ST VINCENT'S DRIVE","BIRMINGHAM","AL","35205","Jefferson","50.000000000000","12.500000000000","54.000000000000","13.500000000000","24.285714285714","6.071428571429","0.000000000000","0.000000000000","32.071428571429"
"010059","LAWRENCE MEDICAL CENTER","202 HOSPITAL STREET","MOULTON","AL","35650","Lawrence","45.000000000000","15.000000000000","45.000000000000","15.000000000000","Not Available","Not Available","0.000000000000","0.000000000000","30.000000000000"
"010061","HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","SCOTTSBORO","AL","35768","Jackson","20.000000000000","5.000000000000","34.000000000000","8.500000000000","67.500000000000","16.875000000000","0.000000000000","0.000000000000","30.375000000000"
"010062","WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","GENEVA","AL","36340","Geneva","25.000000000000","8.333333333333","46.000000000000","15.333333333333","Not Available","Not Available","0.000000000000","0.000000000000","23.666666666667"
"010065","RUSSELL HOSPITAL","3316 HIGHWAY 280","ALEXANDER CITY","AL","35010","Tallapoosa","40.000000000000","10.000000000000","59.000000000000","14.750000000000","52.500000000000","13.125000000000","10.000000000000","2.500000000000","40.375000000000"
"010069","MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","EUFAULA","AL","36027","Barbour","60.000000000000","20.000000000000","51.000000000000","17.000000000000","Not Available","Not Available","40.000000000000","13.333333333333","50.333333333333"
"010073","CLAY COUNTY HOSPITAL","83825 HIGHWAY 9    P O BOX 1270","ASHLAND","AL","36251","Clay","0.000000000000","0.000000000000","51.000000000000","17.000000000000","Not Available","Not Available","10.000000000000","3.333333333333","20.333333333333"
"010078","NORTHEAST ALABAMA REGIONAL MEDICAL CENTER","400 EAST 10TH STREET","ANNISTON","AL","36207","Calhoun","46.666666666667","11.666666666667","26.000000000000","6.500000000000","41.428571428571","10.357142857143","0.000000000000","0.000000000000","28.523809523810"
"010079","ATHENS LIMESTONE HOSPITAL","700 WEST MARKET STREET","ATHENS","AL","35611","Limestone","10.000000000000","2.500000000000","26.000000000000","6.500000000000","46.000000000000","11.500000000000","20.000000000000","5.000000000000","25.500000000000"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","FOLEY","AL","36535","Baldwin","63.333333333333","15.833333333333","56.000000000000","14.000000000000","51.428571428571","12.857142857143","0.000000000000","0.000000000000","42.690476190476"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","35601","Morgan","20.000000000000","5.000000000000","24.000000000000","6.000000000000","71.428571428571","17.857142857143","0.000000000000","0.000000000000","28.857142857143"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","Fayette","30.000000000000","10.000000000000","64.000000000000","21.333333333333","Not Available","Not Available","0.000000000000","0.000000000000","31.333333333333"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","Mobile","Not Available","Not Available","53.000000000000","17.666666666667","26.666666666667","8.888888888889","30.000000000000","10.000000000000","36.555555555556"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","Walker","30.000000000000","7.500000000000","36.000000000000","9.000000000000","58.333333333333","14.583333333333","10.000000000000","2.500000000000","33.583333333333"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","Mobile","13.333333333333","3.333333333333","24.000000000000","6.000000000000","57.142857142857","14.285714285714","0.000000000000","0.000000000000","23.619047619048"
"010091","GROVE HILL MEMORIAL HOSPITAL","295 JACKSON HWY S","GROVE HILL","AL","36451","Clarke","30.000000000000","7.500000000000","60.000000000000","15.000000000000","66.666666666667","16.666666666667","90.000000000000","22.500000000000","61.666666666667"
"010092","D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST","TUSCALOOSA","AL","35401","Tuscaloosa","0.000000000000","0.000000000000","22.000000000000","5.500000000000","34.285714285714","8.571428571429","0.000000000000","0.000000000000","14.071428571429"
"010097","ELMORE COMMUNITY HOSPITAL","500 HOSPITAL DRIVE","WETUMPKA","AL","36092","Elmore","40.000000000000","13.333333333333","71.000000000000","23.666666666667","Not Available","Not Available","10.000000000000","3.333333333333","40.333333333333"
"010099","D W MCMILLAN MEMORIAL HOSPITAL","1301 BELLEVILLE AVENUE","BREWTON","AL","36426","Escambia","10.000000000000","2.500000000000","26.000000000000","6.500000000000","50.000000000000","12.500000000000","30.000000000000","7.500000000000","29.000000000000"
"010100","THOMAS HOSPITAL","750 MORPHY AVENUE","FAIRHOPE","AL","36532","Baldwin","53.333333333333","13.333333333333","54.000000000000","13.500000000000","50.000000000000","12.500000000000","30.000000000000","7.500000000000","46.833333333333"
"010101","CITIZENS BAPTIST MEDICAL CENTER","604 STONE AVENUE","TALLADEGA","AL","35161","Talladega","15.000000000000","3.750000000000","26.000000000000","6.500000000000","86.666666666667","21.666666666667","20.000000000000","5.000000000000","36.916666666667"
"010103","PRINCETON BAPTIST MEDICAL CENTER","701 PRINCETON AVENUE SOUTHWEST","BIRMINGHAM","AL","35211","Jefferson","6.666666666667","1.666666666667","35.000000000000","8.750000000000","50.000000000000","12.500000000000","0.000000000000","0.000000000000","22.916666666667"
"010104","GRANDVIEW MEDICAL CENTER","3690 GRANDVIEW PARKWAY","BIRMINGHAM","AL","35243","Jefferson","46.666666666667","11.666666666667","43.000000000000","10.750000000000","70.000000000000","17.500000000000","0.000000000000","0.000000000000","39.916666666667"
"010108","PRATTVILLE BAPTIST HOSPITAL","124 S MEMORIAL DR","PRATTVILLE","AL","36067","Autauga","66.666666666667","16.666666666667","46.000000000000","11.500000000000","50.000000000000","12.500000000000","40.000000000000","10.000000000000","50.666666666667"
"010112","BRYAN W. WHITFIELD MEMORIAL HOSPITAL","105 HIGHWAY 80 EAST","DEMOPOLIS","AL","36732","Marengo","0.000000000000","0.000000000000","18.000000000000","6.000000000000","Not Available","Not Available","0.000000000000","0.000000000000","6.000000000000"
"010113","MOBILE INFIRMARY MEDICAL CENTER","5 MOBILE INFIRMARY CIRCLE","MOBILE","AL","36652","Mobile","46.666666666667","11.666666666667","57.000000000000","14.250000000000","45.714285714286","11.428571428571","10.000000000000","2.500000000000","39.845238095238"
"010114","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST","BESSEMER","AL","35021","Jefferson","60.000000000000","15.000000000000","23.000000000000","5.750000000000","55.714285714286","13.928571428571","0.000000000000","0.000000000000","34.678571428571"
"010118","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","Dallas","23.333333333333","5.833333333333","32.000000000000","8.000000000000","72.000000000000","18.000000000000","40.000000000000","10.000000000000","41.833333333333"
"010120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE, BOX 886","MONROEVILLE","AL","36460","Monroe","0.000000000000","0.000000000000","69.000000000000","17.250000000000","86.666666666667","21.666666666667","30.000000000000","7.500000000000","46.416666666667"
"010125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","Winston","55.000000000000","18.333333333333","34.000000000000","11.333333333333","Not Available","Not Available","10.000000000000","3.333333333333","33.000000000000"
"010126","TROY REGIONAL MEDICAL CENTER","1330 HIGHWAY 231 SOUTH","TROY","AL","36081","Pike","5.000000000000","1.250000000000","37.000000000000","9.250000000000","100.000000000000","25.000000000000","20.000000000000","5.000000000000","40.500000000000"
"010128","JACKSON MEDICAL CENTER","220 HOSPITAL DRIVE","JACKSON","AL","36545","Clarke","0.000000000000","0.000000000000","53.000000000000","17.666666666667","Not Available","Not Available","60.000000000000","20.000000000000","37.666666666667"
"010129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","BAY MINETTE","AL","36507","Baldwin","0.000000000000","0.000000000000","64.000000000000","16.000000000000","67.500000000000","16.875000000000","60.000000000000","15.000000000000","47.875000000000"
"010130","ST VINCENT'S ST CLAIR","7063 VETERANS PARKWAY","PELL CITY","AL","35125","Saint Clair","35.000000000000","11.666666666667","72.000000000000","24.000000000000","Not Available","Not Available","50.000000000000","16.666666666667","52.333333333333"
"010131","CRESTWOOD MEDICAL CENTER","ONE HOSPITAL DR SE","HUNTSVILLE","AL","35801","Madison","40.000000000000","10.000000000000","23.000000000000","5.750000000000","44.285714285714","11.071428571429","10.000000000000","2.500000000000","29.321428571429"
"010139","BROOKWOOD BAPTIST MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","AL","35209","Jefferson","46.666666666667","11.666666666667","17.000000000000","4.250000000000","50.000000000000","12.500000000000","0.000000000000","0.000000000000","28.416666666667"
"010144","SPRINGHILL MEMORIAL HOSPITAL","3719 DAUPHIN STREET","MOBILE","AL","36608","Mobile","33.333333333333","8.333333333333","38.000000000000","9.500000000000","45.714285714286","11.428571428571","0.000000000000","0.000000000000","29.261904761905"
"010148","EVERGREEN MEDICAL CENTER","101 CRESTVIEW AVENUE","EVERGREEN","AL","36401","Conecuh","20.000000000000","6.666666666667","59.000000000000","19.666666666667","Not Available","Not Available","50.000000000000","16.666666666667","43.000000000000"
"010149","BAPTIST MEDICAL CENTER EAST","400 TAYLOR ROAD","MONTGOMERY","AL","36117","Montgomery","60.000000000000","15.000000000000","32.000000000000","8.000000000000","45.714285714286","11.428571428571","10.000000000000","2.500000000000","36.928571428571"
"010150","L V STABLER MEMORIAL HOSPITAL","29 L V STABLER DRIVE","GREENVILLE","AL","36037","Butler","25.000000000000","8.333333333333","56.000000000000","18.666666666667","Not Available","Not Available","0.000000000000","0.000000000000","27.000000000000"
"010157","SHOALS HOSPITAL","201 WEST AVALON AVENUE","MUSCLE SHOALS","AL","35661","Colbert","25.000000000000","6.250000000000","30.000000000000","7.500000000000","20.000000000000","5.000000000000","0.000000000000","0.000000000000","18.750000000000"
"010158","RUSSELLVILLE HOSPITAL","15155 HIGHWAY 43","RUSSELLVILLE","AL","35653","Franklin","40.000000000000","13.333333333333","50.000000000000","16.666666666667","Not Available","Not Available","30.000000000000","10.000000000000","40.000000000000"
"010164","COOSA VALLEY MEDICAL CENTER","315 W HICKORY ST","SYLACAUGA","AL","35150","Talladega","16.666666666667","4.166666666667","21.000000000000","5.250000000000","62.000000000000","15.500000000000","0.000000000000","0.000000000000","24.916666666667"
"010169","ATMORE COMMUNITY HOSPITAL","401 MEDICAL PARK DRIVE","ATMORE","AL","36502","Escambia","60.000000000000","20.000000000000","70.000000000000","23.333333333333","Not Available","Not Available","50.000000000000","16.666666666667","60.000000000000"
"020001","PROVIDENCE ALASKA MEDICAL CENTER","3200 PROVIDENCE DRIVE","ANCHORAGE","AK","99508","Anchorage","43.333333333333","10.833333333333","23.000000000000","5.750000000000","27.142857142857","6.785714285714","50.000000000000","12.500000000000","35.869047619048"
"020006","MAT-SU REGIONAL MEDICAL CENTER","2500 SOUTH WOODWORTH LOOP","PALMER","AK","99645","Matanuska Susitna","33.333333333333","8.333333333333","31.000000000000","7.750000000000","68.571428571429","17.142857142857","100.000000000000","25.000000000000","58.226190476190"
"020008","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DR","JUNEAU","AK","99801","Juneau","0.000000000000","0.000000000000","46.000000000000","11.500000000000","83.333333333333","20.833333333333","90.000000000000","22.500000000000","54.833333333333"
"020012","FAIRBANKS MEMORIAL HOSPITAL","1650 COWLES STREET","FAIRBANKS","AK","99701","Fairbanks North Star","66.666666666667","16.666666666667","44.000000000000","11.000000000000","70.000000000000","17.500000000000","80.000000000000","20.000000000000","65.166666666667"
"020017","ALASKA REGIONAL HOSPITAL","2801 DEBARR ROAD","ANCHORAGE","AK","99508","Anchorage","53.333333333333","13.333333333333","17.000000000000","4.250000000000","47.142857142857","11.785714285714","60.000000000000","15.000000000000","44.369047619048"
"020024","CENTRAL PENINSULA GENERAL HOSPITAL","250 HOSPITAL PLACE","SOLDOTNA","AK","99669","Kenai Peninsula","10.000000000000","2.500000000000","24.000000000000","6.000000000000","43.333333333333","10.833333333333","70.000000000000","17.500000000000","36.833333333333"
"020026","ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR","ANCHORAGE","AK","99508","Anchorage","43.333333333333","10.833333333333","12.000000000000","3.000000000000","40.000000000000","10.000000000000","50.000000000000","12.500000000000","36.333333333333"
"030001","ABRAZO MARYVALE CAMPUS","5102 WEST CAMPBELL AVENUE","PHOENIX","AZ","85031","Maricopa","Not Available","Not Available","7.000000000000","2.333333333333","68.000000000000","22.666666666667","40.000000000000","13.333333333333","38.333333333333"
"030002","BANNER - UNIVERSITY MEDICAL CENTER PHOENIX","1111 EAST MCDOWELL ROAD","PHOENIX","AZ","85006","Maricopa","60.000000000000","15.000000000000","22.000000000000","5.500000000000","45.714285714286","11.428571428571","10.000000000000","2.500000000000","34.428571428571"
"030006","TUCSON MEDICAL CENTER","5301 EAST GRANT ROAD","TUCSON","AZ","85712","Pima","30.000000000000","7.500000000000","9.000000000000","2.250000000000","44.285714285714","11.071428571429","0.000000000000","0.000000000000","20.821428571429"
"030007","VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE","COTTONWOOD","AZ","86326","Yavapai","53.333333333333","13.333333333333","31.000000000000","7.750000000000","55.000000000000","13.750000000000","0.000000000000","0.000000000000","34.833333333333"
"030010","ST. MARY'S HOSPITAL","1601 WEST ST MARY'S ROAD","TUCSON","AZ","85745","Pima","33.333333333333","8.333333333333","14.000000000000","3.500000000000","51.666666666667","12.916666666667","0.000000000000","0.000000000000","24.750000000000"
"030011","ST JOSEPH'S HOSPITAL","350 NORTH WILMOT ROAD","TUCSON","AZ","85711","Pima","43.333333333333","10.833333333333","14.000000000000","3.500000000000","44.285714285714","11.071428571429","0.000000000000","0.000000000000","25.404761904762"
"030012","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ","86301","Yavapai","6.666666666667","1.666666666667","27.000000000000","6.750000000000","42.857142857143","10.714285714286","10.000000000000","2.500000000000","21.630952380952"
"030013","YUMA REGIONAL MEDICAL CENTER","2400 SOUTH AVENUE A","YUMA","AZ","85364","Yuma","56.666666666667","14.166666666667","10.000000000000","2.500000000000","42.857142857143","10.714285714286","0.000000000000","0.000000000000","27.380952380952"
"030014","JOHN C. LINCOLN MEDICAL CENTER","250 EAST DUNLAP AVENUE","PHOENIX","AZ","85020","Maricopa","50.000000000000","12.500000000000","15.000000000000","3.750000000000","26.666666666667","6.666666666667","0.000000000000","0.000000000000","22.916666666667"
"030016","BANNER CASA GRANDE MEDICAL CENTER","1800 EAST FLORENCE BOULEVARD","CASA GRANDE","AZ","85222","","63.333333333333","15.833333333333","30.000000000000","7.500000000000","41.428571428571","10.357142857143","20.000000000000","5.000000000000","38.690476190476"
"030022","MARICOPA MEDICAL CENTER","2601 EAST ROOSEVELT STREET","PHOENIX","AZ","85008","Maricopa","Not Available","Not Available","10.000000000000","3.333333333333","37.142857142857","12.380952380952","0.000000000000","0.000000000000","15.714285714286"
"030023","FLAGSTAFF MEDICAL CENTER","1200 NORTH BEAVER STREET","FLAGSTAFF","AZ","86001","Coconino","83.333333333333","20.833333333333","34.000000000000","8.500000000000","40.000000000000","10.000000000000","20.000000000000","5.000000000000","44.333333333333"
"030024","ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER","350 WEST THOMAS ROAD","PHOENIX","AZ","85013","Maricopa","60.000000000000","15.000000000000","31.000000000000","7.750000000000","25.714285714286","6.428571428571","0.000000000000","0.000000000000","29.178571428571"
"030030","ABRAZO CENTRAL CAMPUS","2000 WEST BETHANY HOME ROAD","PHOENIX","AZ","85015","Maricopa","46.666666666667","11.666666666667","9.000000000000","2.250000000000","64.285714285714","16.071428571429","0.000000000000","0.000000000000","29.988095238095"
"030033","BANNER PAYSON MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","PAYSON","AZ","85541","Gila","56.666666666667","14.166666666667","18.000000000000","4.500000000000","75.000000000000","18.750000000000","80.000000000000","20.000000000000","57.416666666667"
"030036","CHANDLER REGIONAL MEDICAL CENTER","1955 WEST FRYE ROAD","CHANDLER","AZ","85224","Maricopa","70.000000000000","17.500000000000","22.000000000000","5.500000000000","15.714285714286","3.928571428571","0.000000000000","0.000000000000","26.928571428571"
"030037","ST LUKE'S MEDICAL CENTER","1800 EAST VAN BUREN STREET","PHOENIX","AZ","85006","Maricopa","10.000000000000","2.500000000000","14.000000000000","3.500000000000","47.142857142857","11.785714285714","10.000000000000","2.500000000000","20.285714285714"
"030038","SCOTTSDALE OSBORN MEDICAL CENTER","7400 EAST OSBORN ROAD","SCOTTSDALE","AZ","85251","Maricopa","36.666666666667","9.166666666667","11.000000000000","2.750000000000","31.428571428571","7.857142857143","0.000000000000","0.000000000000","19.773809523810"
"030043","CANYON VISTA MEDICAL CENTER","5700 EAST HIGHWAY 90","SIERRA VISTA","AZ","85635","Cochise","23.333333333333","5.833333333333","32.000000000000","8.000000000000","24.285714285714","6.071428571429","30.000000000000","7.500000000000","27.404761904762"
"030055","KINGMAN REGIONAL MEDICAL CENTER","3269 STOCKTON HILL ROAD","KINGMAN","AZ","86409","Mohave","33.333333333333","8.333333333333","18.000000000000","4.500000000000","35.714285714286","8.928571428571","40.000000000000","10.000000000000","31.761904761905"
"030061","BANNER BOSWELL MEDICAL CENTER","10401 WEST THUNDERBIRD BOULEVARD","SUN CITY","AZ","85351","Maricopa","83.333333333333","20.833333333333","21.000000000000","5.250000000000","31.666666666667","7.916666666667","40.000000000000","10.000000000000","44.000000000000"
"030062","SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER","2200 EAST SHOW LOW LAKE ROAD","SHOW LOW","AZ","85901","Navajo","43.333333333333","10.833333333333","42.000000000000","10.500000000000","50.000000000000","12.500000000000","60.000000000000","15.000000000000","48.833333333333"
"030064","BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS","1501 NORTH CAMPBELL AVENUE","TUCSON","AZ","85724","Pima","76.666666666667","19.166666666667","13.000000000000","3.250000000000","22.857142857143","5.714285714286","10.000000000000","2.500000000000","30.630952380952"
"030065","BANNER DESERT MEDICAL CENTER","1400 SOUTH  DOBSON ROAD","MESA","AZ","85202","Maricopa","80.000000000000","20.000000000000","15.000000000000","3.750000000000","45.714285714286","11.428571428571","0.000000000000","0.000000000000","35.178571428571"
"030068","MT. GRAHAM REGIONAL MEDICAL CENTER","1600 SOUTH 20TH AVENUE","SAFFORD","AZ","85546","Graham","Not Available","Not Available","24.000000000000","8.000000000000","73.333333333333","24.444444444444","70.000000000000","23.333333333333","55.777777777778"
"030069","HAVASU REGIONAL MEDICAL CENTER","101 CIVIC CENTER LANE","LAKE HAVASU CITY","AZ","86403","Mohave","43.333333333333","10.833333333333","12.000000000000","3.000000000000","58.571428571429","14.642857142857","50.000000000000","12.500000000000","40.976190476190"
"030071","FORT DEFIANCE INDIAN HOSPITAL","PO BOX 649","FORT DEFIANCE","AZ","86504","Apache","Not Available","Not Available","7.000000000000","2.333333333333","80.000000000000","26.666666666667","100.000000000000","33.333333333333","62.333333333333"
"030073","TUBA CITY REGIONAL HEALTH CARE CORPORATION","PO BOX 600","TUBA CITY","AZ","86045","Coconino","45.000000000000","11.250000000000","33.000000000000","8.250000000000","67.500000000000","16.875000000000","90.000000000000","22.500000000000","58.875000000000"
"030078","PHOENIX INDIAN MEDICAL CENTER","4212 NORTH 16TH STREET","PHOENIX","AZ","85016","Maricopa","Not Available","Not Available","33.000000000000","11.000000000000","83.333333333333","27.777777777778","100.000000000000","33.333333333333","72.111111111111"
"030083","ABRAZO SCOTTSDALE CAMPUS","3929 EAST BELL ROAD","PHOENIX","AZ","85032","Maricopa","53.333333333333","13.333333333333","14.000000000000","3.500000000000","52.857142857143","13.214285714286","10.000000000000","2.500000000000","32.547619047619"
"030084","CHINLE COMPREHENSIVE HEALTH CARE FACILITY","US HWY 191, HOSPITAL ROAD","CHINLE","AZ","86503","Apache","Not Available","Not Available","39.000000000000","13.000000000000","56.666666666667","18.888888888889","100.000000000000","33.333333333333","65.222222222222"
"030085","NORTHWEST MEDICAL CENTER","6200 NORTH LA CHOLLA BOULEVARD","TUCSON","AZ","85741","Pima","23.333333333333","5.833333333333","11.000000000000","2.750000000000","32.857142857143","8.214285714286","10.000000000000","2.500000000000","19.297619047619"
"030087","SCOTTSDALE SHEA MEDICAL CENTER","9003 EAST SHEA BOULEVARD","SCOTTSDALE","AZ","85260","Maricopa","53.333333333333","13.333333333333","24.000000000000","6.000000000000","44.285714285714","11.071428571429","0.000000000000","0.000000000000","30.404761904762"
